"x"
"1"	791
"2"	1255
"3"	642
"4"	1234
"5"	60
"6"	984
"7"	163
"8"	1162
"9"	513
"10"	429
"11"	1225
"12"	613
"13"	474
"14"	171
"15"	19
"16"	891
"17"	928
"18"	511
"19"	528
"20"	82
"21"	1329
"22"	191
"23"	1004
"24"	958
"25"	1428
"26"	1244
"27"	258
"28"	840
"29"	439
"30"	972
"31"	119
"32"	1007
"33"	1293
"34"	365
"35"	1377
"36"	1140
"37"	324
"38"	758
"39"	1
"40"	970
"41"	182
"42"	828
"43"	895
"44"	868
"45"	1365
"46"	742
"47"	1151
"48"	409
"49"	1181
"50"	1252
"51"	1361
"52"	752
"53"	829
"54"	718
"55"	1427
"56"	156
"57"	740
"58"	1188
"59"	699
"60"	497
"61"	586
"62"	1281
"63"	1179
"64"	1215
"65"	798
"66"	751
"67"	860
"68"	105
"69"	477
"70"	1175
"71"	406
"72"	363
"73"	1316
"74"	362
"75"	1063
"76"	292
"77"	1261
"78"	134
"79"	44
"80"	600
"81"	164
"82"	533
"83"	927
"84"	1097
"85"	469
"86"	189
"87"	776
"88"	1039
"89"	1350
"90"	624
"91"	1321
"92"	962
"93"	779
"94"	991
"95"	444
"96"	493
"97"	906
"98"	695
"99"	232
"100"	280
"101"	671
"102"	1168
"103"	874
"104"	587
"105"	1393
"106"	165
"107"	226
"108"	701
"109"	336
"110"	803
"111"	1373
"112"	301
"113"	230
"114"	856
"115"	974
"116"	687
"117"	657
"118"	537
"119"	1378
"120"	554
"121"	631
"122"	1248
"123"	738
"124"	1399
"125"	999
"126"	131
"127"	852
"128"	364
"129"	415
"130"	1221
"131"	787
"132"	1080
"133"	772
"134"	919
"135"	606
"136"	1272
"137"	399
"138"	1306
"139"	167
"140"	882
"141"	128
"142"	903
"143"	149
