"x"
"1"	1155
"2"	378
"3"	400
"4"	89
"5"	240
"6"	57
"7"	1437
"8"	127
"9"	1398
"10"	275
"11"	861
"12"	466
"13"	1157
"14"	1364
"15"	771
"16"	628
"17"	743
"18"	262
"19"	776
"20"	446
"21"	56
"22"	204
"23"	1229
"24"	219
"25"	603
"26"	1294
"27"	1344
"28"	110
"29"	1085
"30"	898
"31"	911
"32"	11
"33"	912
"34"	81
"35"	273
"36"	244
"37"	719
"38"	1000
"39"	1006
"40"	498
"41"	922
"42"	847
"43"	1023
"44"	576
"45"	636
"46"	233
"47"	1021
"48"	192
"49"	208
"50"	1349
"51"	1356
"52"	661
"53"	1327
"54"	1415
"55"	361
"56"	1189
"57"	736
"58"	858
"59"	1421
"60"	1211
"61"	604
"62"	1417
"63"	164
"64"	310
"65"	389
"66"	602
"67"	55
"68"	677
"69"	565
"70"	523
"71"	1265
"72"	487
"73"	1399
"74"	1022
"75"	1280
"76"	1031
"77"	691
"78"	889
"79"	946
"80"	404
"81"	440
"82"	667
"83"	420
"84"	508
"85"	222
"86"	1395
"87"	27
"88"	830
"89"	921
"90"	311
"91"	1394
"92"	1135
"93"	340
"94"	724
"95"	97
"96"	881
"97"	85
"98"	620
"99"	730
"100"	552
"101"	1234
"102"	784
"103"	31
"104"	890
"105"	626
"106"	1348
"107"	198
"108"	586
"109"	1044
"110"	58
"111"	506
"112"	470
"113"	1214
"114"	410
"115"	632
"116"	599
"117"	1354
"118"	731
"119"	1082
"120"	703
"121"	957
"122"	422
"123"	452
"124"	929
"125"	598
"126"	1257
"127"	151
"128"	923
"129"	109
"130"	775
"131"	167
"132"	1091
"133"	939
"134"	754
"135"	1338
"136"	1009
"137"	1054
"138"	649
"139"	882
"140"	132
"141"	312
"142"	327
"143"	1130
