"x"
"1"	1409
"2"	865
"3"	1388
"4"	497
"5"	1181
"6"	650
"7"	815
"8"	881
"9"	739
"10"	949
"11"	280
"12"	1329
"13"	981
"14"	1173
"15"	781
"16"	896
"17"	131
"18"	627
"19"	597
"20"	183
"21"	1289
"22"	1018
"23"	830
"24"	692
"25"	342
"26"	714
"27"	324
"28"	432
"29"	1027
"30"	864
"31"	798
"32"	237
"33"	130
"34"	848
"35"	857
"36"	955
"37"	1392
"38"	1052
"39"	669
"40"	978
"41"	338
"42"	481
"43"	805
"44"	255
"45"	618
"46"	715
"47"	1147
"48"	745
"49"	1188
"50"	372
"51"	743
"52"	1428
"53"	932
"54"	382
"55"	277
"56"	1086
"57"	538
"58"	948
"59"	466
"60"	422
"61"	1220
"62"	1144
"63"	713
"64"	443
"65"	1317
"66"	335
"67"	393
"68"	653
"69"	245
"70"	221
"71"	128
"72"	964
"73"	812
"74"	826
"75"	519
"76"	1060
"77"	143
"78"	755
"79"	38
"80"	260
"81"	1362
"82"	1136
"83"	364
"84"	227
"85"	223
"86"	1263
"87"	1184
"88"	370
"89"	642
"90"	609
"91"	407
"92"	57
"93"	956
"94"	1402
"95"	858
"96"	94
"97"	1130
"98"	1208
"99"	532
"100"	1210
"101"	909
"102"	389
"103"	822
"104"	1114
"105"	1105
"106"	1218
"107"	1403
"108"	892
"109"	447
"110"	1333
"111"	36
"112"	535
"113"	640
"114"	661
"115"	771
"116"	703
"117"	807
"118"	1066
"119"	813
"120"	584
"121"	1437
"122"	1149
"123"	542
"124"	217
"125"	214
"126"	966
"127"	778
"128"	479
"129"	1072
"130"	965
"131"	341
"132"	66
"133"	58
"134"	161
"135"	842
"136"	521
"137"	684
"138"	192
"139"	449
"140"	1009
"141"	1257
"142"	636
"143"	1304
