"x"
"1"	764
"2"	210
"3"	354
"4"	652
"5"	28
"6"	38
"7"	1378
"8"	102
"9"	1017
"10"	539
"11"	275
"12"	545
"13"	1227
"14"	1044
"15"	702
"16"	20
"17"	62
"18"	656
"19"	607
"20"	245
"21"	1109
"22"	1141
"23"	497
"24"	1413
"25"	89
"26"	554
"27"	383
"28"	1237
"29"	784
"30"	738
"31"	674
"32"	744
"33"	1066
"34"	287
"35"	1307
"36"	529
"37"	1094
"38"	420
"39"	809
"40"	712
"41"	965
"42"	1328
"43"	1337
"44"	812
"45"	704
"46"	901
"47"	274
"48"	1112
"49"	358
"50"	195
"51"	895
"52"	182
"53"	477
"54"	1334
"55"	1371
"56"	1236
"57"	443
"58"	70
"59"	872
"60"	947
"61"	277
"62"	1150
"63"	218
"64"	1422
"65"	503
"66"	769
"67"	813
"68"	776
"69"	1423
"70"	651
"71"	1092
"72"	1074
"73"	149
"74"	516
"75"	971
"76"	613
"77"	161
"78"	1431
"79"	596
"80"	31
"81"	1375
"82"	412
"83"	1004
"84"	333
"85"	640
"86"	123
"87"	521
"88"	893
"89"	404
"90"	594
"91"	1028
"92"	1196
"93"	11
"94"	972
"95"	199
"96"	819
"97"	191
"98"	1163
"99"	396
"100"	889
"101"	257
"102"	346
"103"	781
"104"	758
"105"	855
"106"	1213
"107"	1194
"108"	1153
"109"	235
"110"	133
"111"	296
"112"	1016
"113"	921
"114"	958
"115"	805
"116"	76
"117"	1006
"118"	1039
"119"	286
"120"	1325
"121"	13
"122"	223
"123"	240
"124"	499
"125"	1215
"126"	705
"127"	1102
"128"	1318
"129"	150
"130"	261
"131"	1282
"132"	1190
"133"	659
"134"	381
"135"	379
"136"	691
"137"	995
"138"	1054
"139"	953
"140"	701
"141"	907
"142"	228
"143"	200
