"x"
"1"	333
"2"	87
"3"	798
"4"	1220
"5"	669
"6"	107
"7"	1122
"8"	38
"9"	484
"10"	879
"11"	540
"12"	498
"13"	859
"14"	1354
"15"	699
"16"	650
"17"	1275
"18"	1250
"19"	588
"20"	1373
"21"	208
"22"	805
"23"	313
"24"	1238
"25"	76
"26"	930
"27"	329
"28"	1120
"29"	1066
"30"	507
"31"	917
"32"	1355
"33"	534
"34"	1207
"35"	1028
"36"	702
"37"	1246
"38"	457
"39"	839
"40"	75
"41"	373
"42"	1302
"43"	1384
"44"	604
"45"	806
"46"	118
"47"	92
"48"	517
"49"	832
"50"	200
"51"	256
"52"	1184
"53"	686
"54"	368
"55"	712
"56"	449
"57"	1311
"58"	1332
"59"	782
"60"	892
"61"	77
"62"	656
"63"	468
"64"	562
"65"	1192
"66"	919
"67"	317
"68"	965
"69"	377
"70"	67
"71"	988
"72"	1001
"73"	1370
"74"	471
"75"	1351
"76"	288
"77"	310
"78"	255
"79"	452
"80"	424
"81"	916
"82"	1309
"83"	1428
"84"	942
"85"	937
"86"	436
"87"	1017
"88"	739
"89"	586
"90"	858
"91"	376
"92"	823
"93"	583
"94"	665
"95"	723
"96"	504
"97"	451
"98"	895
"99"	175
"100"	41
"101"	111
"102"	233
"103"	605
"104"	219
"105"	416
"106"	824
"107"	906
"108"	1189
"109"	683
"110"	877
"111"	360
"112"	151
"113"	522
"114"	1378
"115"	258
"116"	816
"117"	857
"118"	1321
"119"	128
"120"	106
"121"	1044
"122"	1383
"123"	1083
"124"	1326
"125"	1185
"126"	1396
"127"	1405
"128"	662
"129"	1014
"130"	796
"131"	625
"132"	1334
"133"	2
"134"	1253
"135"	501
"136"	526
"137"	1234
"138"	1290
"139"	730
"140"	1151
"141"	1159
"142"	736
"143"	248
