"x"
"1"	221
"2"	1009
"3"	982
"4"	1126
"5"	1138
"6"	151
"7"	384
"8"	1434
"9"	944
"10"	442
"11"	1194
"12"	748
"13"	112
"14"	210
"15"	989
"16"	28
"17"	692
"18"	1058
"19"	122
"20"	366
"21"	53
"22"	163
"23"	437
"24"	1038
"25"	583
"26"	816
"27"	501
"28"	713
"29"	1103
"30"	285
"31"	50
"32"	818
"33"	1389
"34"	1013
"35"	637
"36"	614
"37"	1090
"38"	590
"39"	479
"40"	652
"41"	990
"42"	857
"43"	824
"44"	1017
"45"	1435
"46"	976
"47"	186
"48"	791
"49"	1227
"50"	659
"51"	831
"52"	724
"53"	1024
"54"	1191
"55"	596
"56"	423
"57"	49
"58"	613
"59"	624
"60"	742
"61"	57
"62"	805
"63"	1401
"64"	254
"65"	61
"66"	1180
"67"	154
"68"	681
"69"	1349
"70"	707
"71"	231
"72"	160
"73"	249
"74"	371
"75"	565
"76"	771
"77"	1150
"78"	27
"79"	1270
"80"	212
"81"	1205
"82"	383
"83"	1012
"84"	1373
"85"	168
"86"	1331
"87"	345
"88"	839
"89"	214
"90"	410
"91"	877
"92"	1054
"93"	1261
"94"	759
"95"	1178
"96"	602
"97"	1032
"98"	102
"99"	113
"100"	829
"101"	1251
"102"	480
"103"	307
"104"	447
"105"	208
"106"	766
"107"	821
"108"	200
"109"	401
"110"	1278
"111"	1316
"112"	308
"113"	1144
"114"	1193
"115"	959
"116"	22
"117"	245
"118"	213
"119"	60
"120"	287
"121"	867
"122"	1355
"123"	763
"124"	1218
"125"	313
"126"	796
"127"	978
"128"	968
"129"	1307
"130"	1102
"131"	1176
"132"	1379
"133"	1267
"134"	270
"135"	718
"136"	1359
"137"	960
"138"	343
"139"	496
"140"	1422
"141"	721
"142"	735
"143"	846
