"x"
"1"	623
"2"	536
"3"	761
"4"	73
"5"	259
"6"	746
"7"	532
"8"	271
"9"	50
"10"	229
"11"	1223
"12"	990
"13"	1098
"14"	1367
"15"	387
"16"	1402
"17"	673
"18"	642
"19"	919
"20"	184
"21"	778
"22"	1076
"23"	1284
"24"	246
"25"	1091
"26"	1298
"27"	606
"28"	1401
"29"	910
"30"	299
"31"	749
"32"	966
"33"	617
"34"	878
"35"	1221
"36"	928
"37"	260
"38"	95
"39"	612
"40"	429
"41"	752
"42"	730
"43"	1045
"44"	599
"45"	18
"46"	1312
"47"	737
"48"	1155
"49"	292
"50"	29
"51"	64
"52"	520
"53"	707
"54"	1113
"55"	8
"56"	365
"57"	71
"58"	139
"59"	1368
"60"	1186
"61"	773
"62"	1369
"63"	286
"64"	84
"65"	42
"66"	927
"67"	425
"68"	76
"69"	428
"70"	1315
"71"	803
"72"	833
"73"	608
"74"	1282
"75"	655
"76"	357
"77"	457
"78"	868
"79"	480
"80"	1267
"81"	801
"82"	576
"83"	1164
"84"	557
"85"	882
"86"	281
"87"	1322
"88"	952
"89"	996
"90"	216
"91"	802
"92"	706
"93"	505
"94"	1287
"95"	1408
"96"	948
"97"	407
"98"	154
"99"	129
"100"	10
"101"	581
"102"	356
"103"	637
"104"	1266
"105"	1243
"106"	361
"107"	1378
"108"	212
"109"	230
"110"	266
"111"	279
"112"	102
"113"	1410
"114"	460
"115"	985
"116"	1036
"117"	3
"118"	1143
"119"	1406
"120"	248
"121"	1238
"122"	1135
"123"	743
"124"	1019
"125"	858
"126"	1170
"127"	119
"128"	717
"129"	1068
"130"	789
"131"	992
"132"	1066
"133"	1039
"134"	745
"135"	1248
"136"	465
"137"	836
"138"	1230
"139"	662
"140"	1047
"141"	1431
"142"	1058
"143"	1075
